,title,artist,week,time_wide,time_narrow,uri
1320,Drop Dead Beautiful,['Six Was Nine'],1994 18,man 2. maj 1994,2. maj,
1321,I Need Love,['Sam Phillips'],1994 17,man 25. april 1994,25. apr,spotify:track:0xilxE1XZcQ9wmuQKGSbSn
1322,Mmm mmm mmm mmm,['Crash Test Dummies'],1994 16,man 18. april 1994,18. apr,spotify:track:31v2AQlx4pDI7kmnLxBkem
1323,I'm No Angel,['Marcella Detroit'],1994 15,man 11. april 1994,11. apr,spotify:track:2L0UoNc186yhLCDHGfrZCI
1324,Get Me Out Of Here,['Billy Pilgrim'],1994 14,man 4. april 1994,4. apr,spotify:track:478LC0d3tFEU0cCNXvqirf
1325,FrÃ¥ga stjÃ¤rnorna,['CajsaStina Ã…kerstrÃ¶m'],1994 13,man 28. marts 1994,28. mar,
1326,"The More You Ignore Me, the Closer I Get",['Morrissey'],1994 12,man 21. marts 1994,21. mar,spotify:track:6j4eSvLSgkb3ehJksCtq3w
1327,Shapes That Go Together,['A-Ha'],1994 11,man 14. marts 1994,14. mar,spotify:track:2FIKIMVUGoYMw7QVL5w2P6
1328,Sulky Girl,['Elvis Costello'],1994 10,man 7. marts 1994,7. mar,spotify:track:331NOHv2sSHnaHA5DIL729
1329,Walk Away,['The Choice'],1994 09,man 28. februar 1994,28. feb,
1330,Cry My Heart,['Ester Brohus'],1994 08,man 21. februar 1994,21. feb,spotify:track:6LfK38DQcVm3Y5Nd3NDF9n
1331,Just Missed the Train,['Trine Rein'],1994 07,man 14. februar 1994,14. feb,spotify:track:1935k4KOxCPZSdWGF6WkM8
1332,If I Could Only Make You Dance,['Majbritte Ulrikkeholm'],1994 06,man 7. februar 1994,7. feb,spotify:track:6oeiKaH4YZ90lOEkqgCYlg
1333,Agolo,['AngÃ©lique Kidjo'],1994 05,man 31. januar 1994,31. jan,spotify:track:0epThWIIEZZBBwDaHoMBBz
1334,FÃ¶r vi Ã¤r tvÃ¥,['Zemya Hamilton'],1994 04,man 24. januar 1994,24. jan,
1335,Leading Me On,['Colin James'],1994 03,man 17. januar 1994,17. jan,spotify:track:54cdzn5Kdu3VanUXRLtEie
1336,Lilla fÃ¥gel blÃ¥,['Staffan Hellstrand'],1994 02,man 10. januar 1994,10. jan,spotify:track:24LPjYUpC28ODnHNx25kqo
1337,Alles nur geklaut,['Die Prinzen'],1994 01,man 3. januar 1994,3. jan,spotify:track:4MhaF08X17tmOmUcmRq5lN
1338,Feel Like Making Love,['Pauline Henry'],1993 52,man 27. december 1993,27. dec,spotify:track:7C7hgHnaaXZK5aEiYy1Xcf
1339,Red Rover,['Tribe'],1993 51,man 20. december 1993,20. dec,spotify:track:70sOII7nzN0dlB8Y9XDI2O
1340,Stay Stay Stay (But I Want You To Go Now),['Nils'],1993 50,man 13. december 1993,13. dec,spotify:track:4Rb1mxNynnnKFKbk2exknt
1341,Jesus Almost Got Me,['Anita Lane'],1993 49,man 6. december 1993,6. dec,
1342,Return to Innocence,['Enigma'],1993 48,man 29. november 1993,29. nov,spotify:track:2UKkLqST2xWpK8n1b0Xr5Z
1343,Nature Girl,['18 Wheeler'],1993 47,man 22. november 1993,22. nov,spotify:track:4NzT7Raor9WzcVtYircK6e
1344,Popcorn,['Sort Sol'],1993 46,man 15. november 1993,15. nov,spotify:track:7vrMXojOzIfs6fT1JCq7H3
1345,Occhi blu',['Vasco Rossi'],1993 45,man 8. november 1993,8. nov,spotify:track:36kLbIuTN2OBi2vzyLXJnn
1346,City Sickness,['Tindersticks'],1993 44,man 1. november 1993,1. nov,spotify:track:3jP0O48AoxFQKerTXUxzTw
1347,I'm Alive,['Jackson Browne'],1993 43,man 25. oktober 1993,25. okt,spotify:track:489eB6PuVbHuH8A0FY4Dj6
1348,When I'm Up I Can't Get Down,['The Oyster Band'],1993 42,man 18. oktober 1993,18. okt,spotify:track:0rocP4eMp78zfG1PR7kCUq
1349,Breathe Again,['Toni Braxton'],1993 41,man 11. oktober 1993,11. okt,spotify:track:1xFliXOpcu7E89AsDAZ7JV
1350,Let The Best Man Win,['Louise Hoffsten'],1993 40,man 4. oktober 1993,4. okt,spotify:track:0lKCCB98LLz8hdCeSyoxdU
1351,So You'd Like To Save The World,['Lloyd Cole'],1993 39,man 27. september 1993,27. sep,spotify:track:2jZe0KQfEtenzcfsnpAo2S
1352,So Called Friend,"['Sharleen Spiteri', 'Texas']",1993 38,man 20. september 1993,20. sep,
1353,Distant Sun,['Crowded House'],1993 37,man 13. september 1993,13. sep,spotify:track:4oh6NKtMdiXIhgGGQBR09b
1354,White Love,['One Dove'],1993 36,man 6. september 1993,6. sep,spotify:track:7MumXQtZWlzqF58i29yuBI
1355,Hun danser en morgen,['Elisabeth'],1993 35,man 30. august 1993,30. aug,spotify:track:1wBh2Ic3D9n3zOQZPPj00V
1356,We Are The Normal,['Goo Goo Dolls'],1993 34,man 23. august 1993,23. aug,spotify:track:7d29VYNhdeA7Y5PGffGDYC
1357,Cross My Fingers,['John Hiatt'],1993 33,man 16. august 1993,16. aug,spotify:track:62gXXiEEWVqud4tnbNU6p4
1358,A Place to Turn,['Peaches & Bobo'],1993 32,man 9. august 1993,9. aug,spotify:track:55OoJ3HjSgIpOyCgBV3Rlx
1359,I Want You for Myself,['Thomas Helmig'],1993 31,man 2. august 1993,2. aug,spotify:track:3mipl3KzVMD3t59Tna5dZr
1360,Lucky Girl,['Patti Scialfa'],1993 30,man 26. juli 1993,26. jul,spotify:track:4udmD0nbbBiX4YeUj1JEx4
1361,Close to Nothing,['Plan B'],1993 29,man 19. juli 1993,19. jul,spotify:track:2BhptpwjZ51lHBRAnmeIlk
1362,Holy Grail,['Hunters & Collectors'],1993 28,man 12. juli 1993,12. jul,spotify:track:2FPsER4Qd9JsfunkyuBoyX
1363,Here We Go,['Stakka Bo'],1993 27,man 5. juli 1993,5. jul,spotify:track:5RBQdZUyqi91YxY8OIDWad
1364,I Can See Clearly,['Debbie Harry'],1993 26,man 28. juni 1993,28. jun,spotify:track:2Va3H3S4q2AZugAix4XoHj
1365,AvÃ© Cleopatra,['Inferno'],1993 25,man 21. juni 1993,21. jun,
1366,The night belongs to you,['C.V. JÃ¸rgensen'],1993 24,man 14. juni 1993,14. jun,
1367,So Help Me,['Raging Slab'],1993 23,man 7. juni 1993,7. jun,spotify:track:1QkDvfuzmujqQnRWpc46HY
1368,A Girl I Knew,['Savage Rose'],1993 22,man 31. maj 1993,31. maj,spotify:track:7tNw3iAwziyoWW735C3FhI
1369,I Should've Known,['Aimee Mann'],1993 21,man 24. maj 1993,24. maj,spotify:track:12boxwozoEmsb4YLempgex
1370,These nights,['Sylvie Marechal'],1993 20,man 17. maj 1993,17. maj,
1371,Norwegian Wood,['PM Dawn'],1993 19,man 10. maj 1993,10. maj,
1372,Rain Keeps On Falling,['Nice Little Penguins'],1993 18,man 3. maj 1993,3. maj,spotify:track:13bWLg2t5Xs3owmViQYc0a
1373,29 Palms,['Robert Plant'],1993 17,man 26. april 1993,26. apr,spotify:track:5hrsqusQlSqlWpvtjJpxPq
1374,Oh Carolina,['Shaggy'],1993 16,man 19. april 1993,19. apr,spotify:track:6uufzRkA8oCsvnz2QSoJ4J
1375,For What It's Worth,['Oui 3'],1993 15,man 12. april 1993,12. apr,
1376,Naked number one,['Di Leva'],1993 14,man 5. april 1993,5. apr,spotify:track:0mYk45HTeA1kcBnW8P2zSq
1377,Lotta love to give,['Daniel Lanois'],1993 13,man 29. marts 1993,29. mar,spotify:track:7D5Zeweazk6hNWxbzOnCot
1378,Cindy Rose Without Her Clothes,['Morten Remar'],1993 12,man 22. marts 1993,22. mar,spotify:track:5PUgGJInZN6Hs4Evqif59P
1379,Saudade,['Etienne Daho'],1993 11,man 15. marts 1993,15. mar,spotify:track:341rKsoGLfj42FSjrDM9fQ
1380,Pretty Boy,['Joachim Holbek & Jytte Pilloni'],1993 10,man 8. marts 1993,8. mar,
1381,Don't Wanna Leave You Lover,['The Underdogs'],1993 09,man 1. marts 1993,1. mar,spotify:track:7v3urHTzY0VWPxijgIcOsE
1382,The Ghost at Number One,['Jellyfish'],1993 08,man 22. februar 1993,22. feb,spotify:track:1sAH384JmDheMmbofxz6Qd
1383,Johnny Told Susie,"['Bamboo Brothers', 'Mikael RoupÃ©']",1993 07,man 15. februar 1993,15. feb,spotify:track:4BXgZNWRmJup6vdlCDvtvi
1384,If Love Was Like Guitars,['Ian McNabb'],1993 06,man 8. februar 1993,8. feb,spotify:track:4e3Mxwy4yFMJJLPJqf18Sk
1385,One Born Every Minute,['Shirtsville'],1993 05,man 1. februar 1993,1. feb,
1386,Mrs. Rita,['Gin Blossoms'],1993 04,man 25. januar 1993,25. jan,spotify:track:0n1NTgxZcq24vTtAIxqXcR
1387,I'm Easy,['Faith No More'],1993 03,man 18. januar 1993,18. jan,spotify:track:4Y3WqmBWmG23thvU9xEhMv
1388,Ge henne tid,['Peter Lemarc'],1993 02,man 11. januar 1993,11. jan,spotify:track:1TCSfhoA2Y8Lo4inS0HOEp
1389,The Chain,['Fleetwood Mac'],1993 01,man 4. januar 1993,4. jan,spotify:track:5e9TFTbltYBg2xThimr0rU
1390,Nelly,['Mauro Scocco'],1992 52,man 21. december 1992,21. dec,spotify:track:7pt19ldw6GcDAXbBUP3cdx
1391,Tomorrow,['Greene'],1992 51,man 14. december 1992,14. dec,spotify:track:4eHmUIEQ491vOMyXHmT8yx
1392,FÃ¸rst en halv time pÃ¥ den ene side,['Niels Hausgaard'],1992 50,man 7. december 1992,7. dec,spotify:track:6sLid9c6N1iJZsNx8uEuDA
1393,All Along the Watchtower,['The Jimi Hendrix Experience'],1992 49,man 30. november 1992,30. nov,spotify:track:2aoo2jlRnM3A0NyLQqMN2f
1394,I Love You Period,['Dan Baird'],1992 48,man 23. november 1992,23. nov,spotify:track:08FaxmURVgqiY9HDlW1wrh
1395,5 Minutes Past Loneliness,['The Sandmen'],1992 47,man 16. november 1992,16. nov,spotify:track:0EMV8JhKmrXZEnYJdaTWKB
1396,Randy,['J.'],1992 46,man 9. november 1992,9. nov,
1397,Trout,"['Neneh Cherry', 'Michael Stipe']",1992 45,man 2. november 1992,2. nov,spotify:track:028N4U7VNZ55Bj7FLJU7v9
1398,Thorn in My Pride,['The Black Crowes'],1992 44,man 26. oktober 1992,26. okt,spotify:track:4VDfpqLKbbuMMRIl14LLTg
1399,Things We Said Today,['Dwight Yoakam'],1992 43,man 19. oktober 1992,19. okt,spotify:track:0qkabh9njf6eia69hp9kSp
1400,Rockinghorse,['Alannah Myles'],1992 42,man 12. oktober 1992,12. okt,spotify:track:65t0uRYFdkzjCjfD1vWDHX
1401,Iron Lion Zion,['Bob Marley & the Wailers'],1992 41,man 5. oktober 1992,5. okt,spotify:track:57bvNqmSDfAakSot4cCn70
1402,GÃ¶r mig lycklig nu,['Mats Ronander'],1992 40,man 28. september 1992,28. sep,spotify:track:0KoovVK2RQkCMEkKGP50WF
1403,Hunger strike,['Temple Of The Dog'],1992 39,man 21. september 1992,21. sep,spotify:track:0W7AbEauB7cP4pidLclApe
1404,Stinkin Thinkin',['Happy Mondays'],1992 38,man 14. september 1992,14. sep,spotify:track:5IVCQUiCGqOLt8Cxd2SoLj
1405,Sleeping Satellite,['Tasmin Archer'],1992 37,man 7. september 1992,7. sep,spotify:track:3WSyYBhLZRLbQo2tJgFvSR
1406,A Little Rain,['Tom Waits'],1992 36,man 31. august 1992,31. aug,spotify:track:04aBlMP8UakLRhwwuv65zl
1407,There Can Only Be One,['Simon Bonney'],1992 35,man 24. august 1992,24. aug,spotify:track:0spPtVT6ai3vK7JUR95Cf0
1408,Birdy,['22 Pistepirkko'],1992 34,man 17. august 1992,17. aug,spotify:track:1A5kyguhx0spJ6peFzoTxW
1409,Herrarna i hagen,['Fredrik Swahn & Lattjolajband'],1992 33,man 10. august 1992,10. aug,spotify:track:5kgaz3yg8xiO09UwXlkaMT
1410,Qualified,['Lois Lane'],1992 32,man 3. august 1992,3. aug,spotify:track:6t0cp0P0akBM9HAONxV5uY
1411,Africa Remembers,"[""Youssou N'Dour""]",1992 31,man 27. juli 1992,27. jul,spotify:track:7Hr8RkoY0RGES4RhoZnL0U
1412,The Bug,['Dire Straits'],1992 30,man 20. juli 1992,20. jul,spotify:track:6wnCJqUzFMwqEHs05NgVxr
1413,Titanic,['Falco'],1992 29,man 13. juli 1992,13. jul,spotify:track:0jGZrAqVRzxtwNV8Pb97Eq
1414,The Sound of Crying,['Prefab Sprout'],1992 28,man 6. juli 1992,6. jul,spotify:track:1WEQzqFdf1iHTzXbmzUEk0
1415,I've Got Mine,['Glenn Frey'],1992 27,man 29. juni 1992,29. jun,spotify:track:3wEEbdzItMD8VgTOfPbzTF
1416,Far From Me,['EMF'],1992 26,man 22. juni 1992,22. jun,spotify:track:0GjvSM6j564njHWjmkMc6e
1417,Skunk Funk (Brave and Strong Mix),['Galliano'],1992 25,man 15. juni 1992,15. jun,spotify:track:1EuvcA77SifqNOsZTpJ7Dc
1418,Straight to You,['Nick Cave & the Bad Seeds'],1992 24,man 8. juni 1992,8. jun,spotify:track:3ZMQOrCj7exXxV7NmCiorW
1419,Girls Don't Have To Take It Like A Man,['Hilde Heltberg'],1992 23,man 1. juni 1992,1. jun,
1420,I Believe in You,['Luka Bloom'],1992 22,man 25. maj 1992,25. maj,spotify:track:50nmtgeStsNfcEYCvARHaj
1421,Tired of being alone,['Texas'],1992 21,man 18. maj 1992,18. maj,spotify:track:3MXQcE0eu0dy5dOPwHmaH7
1422,Baby When I Call Your Name,['Corey Hart'],1992 20,man 11. maj 1992,11. maj,spotify:track:7bD7KDmrXHqTGJXRH2Zqjl
1423,Phenomene,['Guesch Patti'],1992 19,man 4. maj 1992,4. maj,
1424,Promises,['Steve Harley'],1992 18,man 27. april 1992,27. apr,
1425,It's Not A Love Thing,['Geoffrey Williams'],1992 17,man 20. april 1992,20. apr,
1426,Entre dos tierras,['Heroes Del Silencio'],1992 16,man 13. april 1992,13. apr,spotify:track:4rJdaSwOCHLBhxdMsymeMw
1427,The Disappointed,['XTC'],1992 15,man 6. april 1992,6. apr,spotify:track:6LLWFGW1jOtCKRaGEBMp7Y
1428,Deeply Dippy,['Right Said Fred'],1992 14,man 30. marts 1992,30. mar,spotify:track:5eEN39Y1JePQHkLEzOJePx
1429,Anna,['Clouseau'],1992 13,man 23. marts 1992,23. mar,
1430,We Are Each Other,['The Beautiful South'],1992 12,man 16. marts 1992,16. mar,spotify:track:0y647Q3pjrQKGMs7lrYn2g
1431,Lover Lover Lover,['Ian McCulloch'],1992 11,man 9. marts 1992,9. mar,spotify:track:6Q2Pf2YRnK6SMgwo1hT1ui
1432,Eat Your Heart Out,['King Of Fools'],1992 10,man 2. marts 1992,2. mar,
1433,All or Nothing,['Eddi Reader'],1992 09,man 24. februar 1992,24. feb,spotify:track:1aeMbCcbbZKmyfJyT7xaeL
1434,Big Sky Country,['Chris Whitley'],1992 08,man 17. februar 1992,17. feb,spotify:track:2R3PPb82o2uXgX3ai8mgWd
1435,Daw da hiya,"['Ofra Haza', 'Iggy Pop']",1992 07,man 10. februar 1992,10. feb,spotify:track:793TVUDxkDus3KsIOENR0i
1436,The Big Ones Get Away,['Buffy Sainte-Marie'],1992 06,man 3. februar 1992,3. feb,spotify:track:2qUyDPhQezSeKhKCIn0YD3
1437,The fire inside,['Bob Seger'],1992 05,man 27. januar 1992,27. jan,spotify:track:4IJRGJ3OTU4oV85NIOx6Kh
1438,Sunshine,['Timbuk 3'],1992 04,man 20. januar 1992,20. jan,spotify:track:4F4swDsCfcPLwVo4WxFzen
1439,Face to Face,['Measure'],1992 03,man 13. januar 1992,13. jan,
1440,A Dream Like Mine,['Bruce Cockburn'],1992 02,man 6. januar 1992,6. jan,spotify:track:5MXlq0Wn33R23idM2z3w2e
1441,It's been a long time,['Southside Johnny'],1992 01,man 30. december 1991,30. dec,spotify:track:5kC9e4u3kEcv2sT5QqKUFf
1442,Wishes,['Out Of The Grey'],1991 52,man 23. december 1991,23. dec,spotify:track:5K1Tmk8dC9wxFyuC5MfXlV
1443,Martika's Kitchen,['Martika'],1991 51,man 16. december 1991,16. dec,spotify:track:3gQKLNBf70Qdj7hU72g7k1
1444,Ingenting fÃ¶r ingenting,['Pugh Rogefeldt'],1991 49,man 2. december 1991,2. dec,spotify:track:6BSGpLOClIFpTPfLJC7kAk
1445,What About Now,['Robbie Robertson'],1991 48,man 25. november 1991,25. nov,spotify:track:40jB4Pxlz0Rv2XCsvnXm59
1446,Let's Make Love,['The Blessing'],1991 47,man 18. november 1991,18. nov,spotify:track:1xZlkG7cUVKKeCbOjMBmnp
1447,You,['Ten Sharp'],1991 46,man 11. november 1991,11. nov,spotify:track:6lbme14HiDWYmGiw1I2Dv6
1448,The Dance Goes On,"[""John O'Kane""]",1991 45,man 4. november 1991,4. nov,spotify:track:3EnPxesA1fHusJX04FI9qA
1449,El peon del rey de negras,['Mecano'],1991 44,man 28. oktober 1991,28. okt,spotify:track:7cZhbtECBdyiDlPUB0PGne
1450,Weekend,['Toto Cutugno'],1991 43,man 21. oktober 1991,21. okt,
1451,You Me and the Truth,['Big Country'],1991 42,man 14. oktober 1991,14. okt,spotify:track:1naaGUkr4hKKbQtZFfZ3Eo
1452,Indian,"['Eg', 'Alice']",1991 41,man 7. oktober 1991,7. okt,spotify:track:68xCAkUh2cmoBl0f8vBHII
1453,Uhh Ahh,['Boyz II Men'],1991 40,man 30. september 1991,30. sep,spotify:track:0MrD47wtvAu6igsy8vqUzN
1454,Dead in the Water,['Status Quo'],1991 39,man 23. september 1991,23. sep,spotify:track:69Bnks70wPLtRRoia0oTqG
1455,I Know Why the Willow Weeps,['Sweetmouth'],1991 38,man 16. september 1991,16. sep,spotify:track:1AkJp3BRY6RVw9a64aa0z1
1456,Saltwater,['Julian Lennon'],1991 37,man 9. september 1991,9. sep,spotify:track:1U0ryjeAFtS8EHKyZuFxfh
1457,Guaranteed,['Level 42'],1991 36,man 2. september 1991,2. sep,spotify:track:2V9Poalo3LE3u0HXrC0Xqe
1458,Happy Together,['Jason Donovan'],1991 35,man 26. august 1991,26. aug,spotify:track:1ud7llHD8XSsV4n26BsZ3g
1459,What in the world,['Aske Jacoby'],1991 34,man 19. august 1991,19. aug,spotify:track:0tuN3QQ1Q6pzXkJIUXo5fX
1460,The Truth,['Squeeze'],1991 33,man 12. august 1991,12. aug,
1461,Gunga mej,['Eva Dahlgren'],1991 32,man 5. august 1991,5. aug,spotify:track:60GPWNVPPm80tcZKu2oUce
1462,I Wanna Change the Score,"['Tony Banks', 'Nik Kershaw']",1991 31,man 29. juli 1991,29. jul,spotify:track:76SpOzVMBKvXqQedZlungi
1463,A Wonderful World,['Zucchero Fornaciari'],1991 30,man 22. juli 1991,22. jul,spotify:track:30qeszth7ri21ACPD6A760
1464,Everyday People,['Aretha Franklin'],1991 29,man 15. juli 1991,15. jul,spotify:track:62EjhKGrfC2xvCBQZqdY4k
1465,Love Sometimes Says Goodbye,['Richie Havens'],1991 28,man 8. juli 1991,8. jul,
1466,Save Some Love,['Keedy'],1991 27,man 1. juli 1991,1. jul,
1467,Con solo una mirada,['OlÃ© OlÃ©'],1991 26,man 24. juni 1991,24. jun,
1468,How Do You Feel,['The Rebel Pebbles'],1991 25,man 17. juni 1991,17. jun,spotify:track:2BMReuUXppMNMOmVYeOI95
1469,No Comment,['Lamont Dozier'],1991 24,man 10. juni 1991,10. jun,spotify:track:4zDhsgfywiApTBlSZN9hBM
1470,Walking in Memphis,['Marc Cohn'],1991 23,man 3. juni 1991,3. jun,spotify:track:5fgkjhICZnqFctrV0AyuQD
1471,Long Train Running,['Bananarama'],1991 22,man 27. maj 1991,27. maj,spotify:track:333bLeCs2SWX5COzf1ac2D
1472,Kiss Me Red,['Electric Light Orchestra'],1991 21,man 20. maj 1991,20. maj,spotify:track:0jJ36V1JQCT7gpEG49RVOC
1473,All Right,['Hancats'],1991 20,man 13. maj 1991,13. maj,
1474,I Got You,['Del Shannon'],1991 19,man 6. maj 1991,6. maj,spotify:track:51TWwA2hSuCtEHBaR3Dao3
1475,Sit Down,['James'],1991 18,man 29. april 1991,29. apr,spotify:track:66IC0uXoVyYT5q3R27bbZy
1476,I Write You a Love Song,['Izabella'],1991 17,man 22. april 1991,22. apr,spotify:track:2nOFUmxtFpKm1LxgeWaPSo
1477,Stranger Than Fiction,['Joe Jackson'],1991 16,man 15. april 1991,15. apr,spotify:track:6EYCMEmkdZYNeRksfCgfw9
1478,Vad bryr jag mig om varfÃ¶r,['BjÃ¶rn Afzelius'],1991 15,man 8. april 1991,8. apr,spotify:track:30NcKKsQxMfTFFXCQ1XjfJ
1479,Where You Go I Go,['The September When'],1991 14,man 1. april 1991,1. apr,spotify:track:7mvU4kSogkIq6tuamJJZyw
1480,Senza Una Donna,"['Zucchero Fornaciari', 'Paul Young']",1991 13,man 25. marts 1991,25. mar,spotify:track:3ShEGKdskF0ke7iW2u9gjD
1481,Gi' mig en chance,['Lars Muhl'],1991 12,man 18. marts 1991,18. mar,spotify:track:79gFr95qRvjjNBTWMKgd0j
1482,"Den stora, stora skillnaden",['Mikael Wiehe'],1991 11,man 11. marts 1991,11. mar,spotify:track:5Z0COErFHvR3UChoxgjCwm
1483,Rhythm of My Heart,['Rod Stewart'],1991 10,man 4. marts 1991,4. mar,spotify:track:6pceknxOgA22HKs99yPEm1
1484,Imod vinden,['Per Fjord'],1991 09,man 25. februar 1991,25. feb,
1485,Come Next Monday,['K.T. Oslin'],1991 08,man 18. februar 1991,18. feb,spotify:track:3EwllOGwK3hKuGCvlnuGO8
1486,My Side of the Bed,['Susanna Hoffs'],1991 07,man 11. februar 1991,11. feb,spotify:track:4bYKBEeblMr5KLOEMD7OHu
